P3_22,P3_21,P3_20,P3_19,csvTime
57,58,-13,-37,2024-09-07 08:33:04
58,58,-6,-8,2024-09-07 08:34:04
58,58,48,60,2024-09-07 08:35:04
58,58,-120,-111,2024-09-07 08:36:04
58,58,-4,50,2024-09-07 08:37:04
58,58,79,58,2024-09-07 08:38:04
58,58,-11,2,2024-09-07 08:39:04
57,58,2,-12,2024-09-07 08:40:04
57,58,-100,-143,2024-09-07 08:41:04
57,58,27,39,2024-09-07 08:42:04
58,58,30,-45,2024-09-07 08:43:04
58,58,24,71,2024-09-07 08:44:04
58,58,-27,55,2024-09-07 08:45:04
58,58,93,63,2024-09-07 08:46:04
58,58,-8,-37,2024-09-07 08:47:04
57,58,32,54,2024-09-07 08:48:04
57,58,6,0,2024-09-07 08:49:04
57,58,-75,-81,2024-09-07 08:50:04
58,58,49,39,2024-09-07 08:51:04
57,58,-86,-113,2024-09-07 08:52:04
58,58,58,118,2024-09-07 08:53:04
58,58,-51,-64,2024-09-07 08:54:04
58,58,39,93,2024-09-07 08:55:04
58,58,188,151,2024-09-07 08:56:04
57,58,-45,-5,2024-09-07 08:57:04
58,58,2,-68,2024-09-07 08:58:04
58,58,17,50,2024-09-07 08:59:04
58,58,96,83,2024-09-07 09:00:04
58,58,-12,-91,2024-09-07 09:01:04
58,58,13,-10,2024-09-07 09:02:04
58,58,-30,-27,2024-09-07 09:03:04
58,58,-81,-20,2024-09-07 09:04:04
58,58,-45,-50,2024-09-07 09:05:04
58,58,2,4,2024-09-07 09:06:04
58,58,-11,-60,2024-09-07 09:07:04
57,58,-81,-15,2024-09-07 09:08:04
58,58,-45,-55,2024-09-07 09:09:04
57,58,75,1,2024-09-07 09:10:04
57,58,-22,-37,2024-09-07 09:11:04
58,58,45,55,2024-09-07 09:12:04
58,58,69,50,2024-09-07 09:13:04
57,58,30,66,2024-09-07 09:14:04
58,58,2,-32,2024-09-07 09:15:04
58,58,-60,-55,2024-09-07 09:16:04
58,58,-75,-65,2024-09-07 09:17:04
58,58,8,18,2024-09-07 09:18:04
58,58,20,-30,2024-09-07 09:19:04
57,58,45,-1,2024-09-07 09:20:04
58,58,17,-46,2024-09-07 09:21:04
58,58,106,88,2024-09-07 09:22:04
58,58,35,75,2024-09-07 09:23:04
57,58,-40,-75,2024-09-07 09:24:04
58,58,-17,68,2024-09-07 09:25:04
58,58,8,-6,2024-09-07 09:26:04
57,58,0,-50,2024-09-07 09:27:04
58,58,-66,-91,2024-09-07 09:28:04
58,58,49,37,2024-09-07 09:29:04
58,58,-46,17,2024-09-07 09:30:04
58,58,4,45,2024-09-07 09:31:04
57,58,143,75,2024-09-07 09:32:04
57,58,-101,-203,2024-09-07 09:33:04
57,58,39,-103,2024-09-07 09:34:04
58,58,-34,-88,2024-09-07 09:35:04
58,58,41,70,2024-09-07 09:36:04
57,58,81,51,2024-09-07 09:37:04
57,58,-153,-165,2024-09-07 09:38:04
58,58,8,-13,2024-09-07 09:39:04
57,58,15,65,2024-09-07 09:40:04
57,58,4,22,2024-09-07 09:41:04
57,58,106,143,2024-09-07 09:42:04
57,58,-15,45,2024-09-07 09:43:04
58,58,-103,-173,2024-09-07 09:44:04
58,58,16,-53,2024-09-07 09:45:04
57,58,-11,101,2024-09-07 09:46:04
58,58,-86,-93,2024-09-07 09:47:04
58,58,8,-24,2024-09-07 09:48:04
57,58,-35,-133,2024-09-07 09:49:04
58,58,-45,-70,2024-09-07 09:50:04
57,58,34,-16,2024-09-07 09:51:04
58,58,-37,-81,2024-09-07 09:52:04
58,58,70,32,2024-09-07 09:53:04
57,58,55,71,2024-09-07 09:54:04
58,58,-75,-30,2024-09-07 09:55:04
58,58,6,-88,2024-09-07 09:56:04
58,58,30,-2,2024-09-07 09:57:04
58,58,40,17,2024-09-07 09:58:04
58,58,-15,-75,2024-09-07 09:59:04
58,58,-106,-96,2024-09-07 10:00:04
58,58,100,-3,2024-09-07 10:01:04
58,58,-40,-53,2024-09-07 10:02:04
57,58,-56,-43,2024-09-07 10:03:04
58,58,-83,-176,2024-09-07 10:04:04
58,58,-25,5,2024-09-07 10:05:04
58,58,-45,-12,2024-09-07 10:06:04
58,58,-20,12,2024-09-07 10:07:04
57,58,35,79,2024-09-07 10:08:04
58,58,17,16,2024-09-07 10:09:04
58,58,-101,-74,2024-09-07 10:10:04
58,58,30,12,2024-09-07 10:11:04
58,58,15,68,2024-09-07 10:12:04
58,58,6,12,2024-09-07 10:13:04
58,58,30,20,2024-09-07 10:14:04
58,58,143,165,2024-09-07 10:15:04
58,58,43,146,2024-09-07 10:16:04
58,58,-60,-49,2024-09-07 10:17:04
58,58,60,73,2024-09-07 10:18:04
58,58,-61,-12,2024-09-07 10:19:04
58,58,43,8,2024-09-07 10:20:04
58,58,65,126,2024-09-07 10:21:04
57,58,-58,-69,2024-09-07 10:22:04
58,58,-25,-22,2024-09-07 10:23:04
58,58,10,44,2024-09-07 10:24:04
58,58,39,-86,2024-09-07 10:25:04
57,58,151,172,2024-09-07 10:26:04
58,58,-115,-148,2024-09-07 10:27:04
57,58,29,41,2024-09-07 10:28:04
58,58,-25,-34,2024-09-07 10:29:04
57,58,39,5,2024-09-07 10:30:04
58,58,43,20,2024-09-07 10:31:04
58,58,-6,-44,2024-09-07 10:32:04
57,58,54,103,2024-09-07 10:33:04
58,58,-58,-43,2024-09-07 10:34:04
58,58,-30,-96,2024-09-07 10:35:04
58,58,-56,3,2024-09-07 10:36:04
57,58,-22,-162,2024-09-07 10:37:04
57,58,60,138,2024-09-07 10:38:04
58,58,1,-35,2024-09-07 10:39:04
58,58,-55,-25,2024-09-07 10:40:04
57,58,22,-20,2024-09-07 10:41:04
58,58,93,75,2024-09-07 10:42:04
58,58,-91,-98,2024-09-07 10:43:04
58,58,6,-1,2024-09-07 10:44:04
58,58,-63,-76,2024-09-07 10:45:04
58,58,64,65,2024-09-07 10:46:04
58,58,-93,-175,2024-09-07 10:47:04
57,58,-48,-55,2024-09-07 10:48:04
57,58,29,22,2024-09-07 10:49:04
58,58,2,17,2024-09-07 10:50:04
58,58,-22,-49,2024-09-07 10:51:04
58,58,-65,-27,2024-09-07 10:52:04
57,58,-50,-116,2024-09-07 10:53:04
58,58,10,-24,2024-09-07 10:54:04
58,58,79,88,2024-09-07 10:55:04
58,58,49,80,2024-09-07 10:56:04
57,58,-11,-8,2024-09-07 10:57:04
58,58,81,103,2024-09-07 10:58:04
57,58,-1,-17,2024-09-07 10:59:04
58,58,22,71,2024-09-07 11:00:04
58,58,-80,-25,2024-09-07 11:01:04
57,58,-37,-96,2024-09-07 11:02:04
57,58,-221,-166,2024-09-07 11:03:04
58,58,103,51,2024-09-07 11:04:04
58,58,-2,-17,2024-09-07 11:05:04
58,58,73,27,2024-09-07 11:06:04
57,58,98,158,2024-09-07 11:07:04
58,58,-48,-111,2024-09-07 11:08:04
58,58,-60,40,2024-09-07 11:09:04
58,58,-2,-25,2024-09-07 11:10:04
57,58,27,32,2024-09-07 11:11:04
57,58,-15,-8,2024-09-07 11:12:04
58,58,-30,-25,2024-09-07 11:13:04
58,58,-55,-45,2024-09-07 11:14:04
58,58,24,-146,2024-09-07 11:15:04
58,58,-113,-78,2024-09-07 11:16:04
58,58,50,81,2024-09-07 11:17:04
58,58,-18,-80,2024-09-07 11:18:04
58,58,-8,58,2024-09-07 11:19:04
57,58,-54,-70,2024-09-07 11:20:04
58,58,-5,79,2024-09-07 11:21:04
58,58,86,111,2024-09-07 11:22:04
58,58,-4,-24,2024-09-07 11:23:04
57,58,0,22,2024-09-07 11:24:04
57,58,8,54,2024-09-07 11:25:04
58,58,-88,-110,2024-09-07 11:26:04
58,58,-168,-181,2024-09-07 11:27:04
58,58,69,-37,2024-09-07 11:28:04
58,58,-100,-263,2024-09-07 11:29:04
58,58,-96,0,2024-09-07 11:30:04
58,58,-37,-78,2024-09-07 11:31:04
58,58,-2,-25,2024-09-07 11:32:04
58,58,-51,-29,2024-09-07 11:33:04
58,58,25,-55,2024-09-07 11:34:04
58,58,22,78,2024-09-07 11:35:04
58,58,-6,-96,2024-09-07 11:36:04
58,58,64,91,2024-09-07 11:37:04
58,58,-11,-44,2024-09-07 11:38:04
58,58,-88,12,2024-09-07 11:39:04
57,58,25,32,2024-09-07 11:40:04
58,58,-6,-68,2024-09-07 11:41:04
58,58,-58,-138,2024-09-07 11:42:04
58,58,-2,101,2024-09-07 11:43:04
58,58,56,-32,2024-09-07 11:44:04
57,58,106,13,2024-09-07 11:45:04
58,58,12,-4,2024-09-07 11:46:04
57,58,50,0,2024-09-07 11:47:04
57,58,-58,-40,2024-09-07 11:48:04
58,58,40,64,2024-09-07 11:49:04
58,58,-34,58,2024-09-07 11:50:04
57,58,106,93,2024-09-07 11:51:04
58,58,-188,-106,2024-09-07 11:52:04
58,58,76,73,2024-09-07 11:53:04
58,58,-2,-27,2024-09-07 11:54:04
57,58,39,8,2024-09-07 11:55:04
58,58,-35,-69,2024-09-07 11:56:04
57,58,2,44,2024-09-07 11:57:04
58,58,-80,12,2024-09-07 11:58:04
58,58,50,83,2024-09-07 11:59:04
58,58,-6,8,2024-09-07 12:00:04
58,58,-30,4,2024-09-07 12:01:04
58,58,-13,-96,2024-09-07 12:02:04
58,58,30,73,2024-09-07 12:03:04
57,58,-51,-17,2024-09-07 12:04:04
58,58,12,16,2024-09-07 12:05:04
58,58,-13,-40,2024-09-07 12:06:04
57,58,25,27,2024-09-07 12:07:04
58,58,40,76,2024-09-07 12:08:04
58,58,-4,100,2024-09-07 12:09:04
57,58,15,8,2024-09-07 12:10:04
58,58,49,39,2024-09-07 12:11:04
58,58,24,-22,2024-09-07 12:12:04
58,58,-141,-65,2024-09-07 12:13:04
58,58,53,81,2024-09-07 12:14:04
58,58,16,-13,2024-09-07 12:15:04
58,58,-20,-55,2024-09-07 12:16:04
58,58,-45,78,2024-09-07 12:17:04
58,58,-18,-59,2024-09-07 12:18:04
58,58,2,-27,2024-09-07 12:19:04
58,58,39,-83,2024-09-07 12:20:04
58,58,-13,-2,2024-09-07 12:21:04
58,58,-18,2,2024-09-07 12:22:04
58,58,115,51,2024-09-07 12:23:04
58,58,-12,-13,2024-09-07 12:24:04
58,58,167,238,2024-09-07 12:25:04
58,58,-86,-126,2024-09-07 12:26:04
57,58,85,131,2024-09-07 12:27:04
58,58,-13,1,2024-09-07 12:28:04
58,58,-13,-5,2024-09-07 12:29:04
57,58,121,86,2024-09-07 12:30:04
58,58,-83,-69,2024-09-07 12:31:04
58,58,-91,-43,2024-09-07 12:32:04
57,58,6,50,2024-09-07 12:33:04
58,58,30,39,2024-09-07 12:34:04
58,58,-101,-22,2024-09-07 12:35:04
58,58,-44,44,2024-09-07 12:36:04
58,58,81,91,2024-09-07 12:37:04
58,58,20,0,2024-09-07 12:38:04
58,58,-91,-37,2024-09-07 12:39:04
58,58,-27,-60,2024-09-07 12:40:04
57,58,-3,-6,2024-09-07 12:41:04
58,58,37,40,2024-09-07 12:42:04
58,58,60,75,2024-09-07 12:43:04
58,58,20,4,2024-09-07 12:44:04
57,58,64,-18,2024-09-07 12:45:04
58,58,-69,-118,2024-09-07 12:46:04
58,58,43,37,2024-09-07 12:47:04
58,58,61,96,2024-09-07 12:48:04
58,58,39,-18,2024-09-07 12:49:04
57,58,53,25,2024-09-07 12:50:04
58,58,93,54,2024-09-07 12:51:04
57,58,-45,-136,2024-09-07 12:52:04
57,58,32,35,2024-09-07 12:53:04
58,58,-138,-185,2024-09-07 12:54:04
57,58,43,121,2024-09-07 12:55:04
58,58,25,8,2024-09-07 12:56:04
58,58,-46,-44,2024-09-07 12:57:04
58,58,2,60,2024-09-07 12:58:04
57,58,24,79,2024-09-07 12:59:04
57,58,-11,15,2024-09-07 13:00:04
58,58,-15,44,2024-09-07 13:01:04
57,58,100,106,2024-09-07 13:02:04
58,58,-50,-64,2024-09-07 13:03:04
57,58,29,125,2024-09-07 13:04:04
57,58,-126,-63,2024-09-07 13:05:04
58,58,6,-88,2024-09-07 13:06:04
58,58,61,113,2024-09-07 13:07:04
58,58,93,108,2024-09-07 13:08:04
58,58,-101,-70,2024-09-07 13:09:04
58,58,11,-15,2024-09-07 13:10:04
57,58,43,39,2024-09-07 13:11:04
57,58,66,63,2024-09-07 13:12:04
58,58,138,173,2024-09-07 13:13:04
58,58,-27,-6,2024-09-07 13:14:04
58,58,-51,-80,2024-09-07 13:15:04
58,58,20,5,2024-09-07 13:16:04
57,58,-2,50,2024-09-07 13:17:04
57,58,17,65,2024-09-07 13:18:04
57,58,11,-40,2024-09-07 13:19:04
57,58,-6,8,2024-09-07 13:20:04
57,58,-5,-3,2024-09-07 13:21:04
58,58,8,-18,2024-09-07 13:22:04
58,58,-93,-61,2024-09-07 13:23:04
58,58,39,75,2024-09-07 13:24:04
58,58,11,-73,2024-09-07 13:25:04
58,58,8,66,2024-09-07 13:26:04
58,58,-5,13,2024-09-07 13:27:04
58,58,-11,-35,2024-09-07 13:28:04
58,58,65,-4,2024-09-07 13:29:04
58,58,15,-37,2024-09-07 13:30:04
58,58,-35,-40,2024-09-07 13:31:04
57,58,20,70,2024-09-07 13:32:04
57,58,-4,32,2024-09-07 13:33:04
58,58,101,-5,2024-09-07 13:34:04
58,58,37,-22,2024-09-07 13:35:04
58,58,-111,-160,2024-09-07 13:36:04
58,58,-20,25,2024-09-07 13:37:04
58,58,-146,-81,2024-09-07 13:38:04
58,58,-35,-50,2024-09-07 13:39:04
57,58,61,128,2024-09-07 13:40:04
60,60,8,81,2024-09-07 13:41:04
60,60,-29,83,2024-09-07 13:42:04
60,60,76,55,2024-09-07 13:43:04
60,60,-29,-54,2024-09-07 13:44:04
60,60,-35,-37,2024-09-07 13:45:04
60,60,18,-4,2024-09-07 13:46:04
60,60,-55,13,2024-09-07 13:47:04
60,60,39,-53,2024-09-07 13:48:04
60,60,6,-22,2024-09-07 13:49:04
60,60,-13,-6,2024-09-07 13:50:04
58,58,93,22,2024-09-07 13:51:04
58,58,-45,-76,2024-09-07 13:52:04
58,58,-48,-34,2024-09-07 13:53:04
58,58,-171,-178,2024-09-07 13:54:04
58,58,53,25,2024-09-07 13:55:04
58,58,15,-24,2024-09-07 13:56:04
58,58,-4,6,2024-09-07 13:57:04
58,58,65,75,2024-09-07 13:58:04
58,58,-2,34,2024-09-07 13:59:04
59,60,-37,-17,2024-09-07 14:00:04
60,60,27,75,2024-09-07 14:01:04
59,60,-29,-79,2024-09-07 14:02:04
60,60,-20,-146,2024-09-07 14:03:04
60,60,-75,-37,2024-09-07 14:04:04
59,60,-66,-81,2024-09-07 14:05:04
60,60,-51,-70,2024-09-07 14:06:04
59,60,71,136,2024-09-07 14:07:04
60,60,-44,-95,2024-09-07 14:08:04
60,60,-70,-44,2024-09-07 14:09:04
60,60,17,48,2024-09-07 14:10:04
59,60,46,8,2024-09-07 14:11:04
59,60,34,40,2024-09-07 14:12:04
58,58,-4,61,2024-09-07 14:13:04
58,58,11,-17,2024-09-07 14:14:04
58,58,-13,-35,2024-09-07 14:15:04
58,58,-41,-41,2024-09-07 14:16:04
57,58,-2,-1,2024-09-07 14:17:04
58,58,35,-37,2024-09-07 14:18:04
58,58,-20,8,2024-09-07 14:19:04
58,58,22,39,2024-09-07 14:20:04
58,58,11,-91,2024-09-07 14:21:04
58,58,8,45,2024-09-07 14:22:04
58,58,-17,-32,2024-09-07 14:23:04
57,58,-20,-88,2024-09-07 14:24:04
58,58,-27,8,2024-09-07 14:25:04
58,58,111,128,2024-09-07 14:26:04
58,58,18,46,2024-09-07 14:27:04
58,58,64,75,2024-09-07 14:28:04
58,58,18,95,2024-09-07 14:29:04
58,58,46,-32,2024-09-07 14:30:04
58,58,8,10,2024-09-07 14:31:04
58,58,95,27,2024-09-07 14:32:04
58,58,46,27,2024-09-07 14:33:04
58,58,17,18,2024-09-07 14:34:04
58,58,4,0,2024-09-07 14:35:04
58,58,58,6,2024-09-07 14:36:04
58,58,-75,-10,2024-09-07 14:37:04
58,58,8,27,2024-09-07 14:38:04
58,58,24,73,2024-09-07 14:39:04
57,58,-45,-105,2024-09-07 14:40:04
58,58,35,95,2024-09-07 14:41:04
58,58,18,-18,2024-09-07 14:42:04
58,58,-2,59,2024-09-07 14:43:04
58,58,11,65,2024-09-07 14:44:04
58,58,-6,-25,2024-09-07 14:45:04
58,58,45,25,2024-09-07 14:46:04
58,58,-115,-133,2024-09-07 14:47:04
58,58,49,-27,2024-09-07 14:48:04
58,58,-25,-126,2024-09-07 14:49:04
57,58,-45,-48,2024-09-07 14:50:04
57,58,22,45,2024-09-07 14:51:04
57,58,-25,-12,2024-09-07 14:52:04
58,58,49,-3,2024-09-07 14:53:04
58,58,-40,-105,2024-09-07 14:54:04
58,58,-6,-6,2024-09-07 14:55:04
58,58,-167,-216,2024-09-07 14:56:04
58,58,43,116,2024-09-07 14:57:04
58,58,55,98,2024-09-07 14:58:04
32,33,43,81,2024-09-07 14:59:04
32,32,40,50,2024-09-07 15:00:04
49,50,20,44,2024-09-07 15:01:04
55,55,-25,-55,2024-09-07 15:02:04
55,55,12,-25,2024-09-07 15:03:03
55,55,15,41,2024-09-07 15:04:04
55,55,-11,32,2024-09-07 15:05:04
55,55,53,-27,2024-09-07 15:06:04
55,55,-60,-123,2024-09-07 15:07:04
55,55,-25,-10,2024-09-07 15:08:04
55,55,-120,-30,2024-09-07 15:09:04
55,55,15,13,2024-09-07 15:10:04
55,55,-106,22,2024-09-07 15:11:04
55,55,63,3,2024-09-07 15:12:04
55,55,90,60,2024-09-07 15:13:04
55,55,18,25,2024-09-07 15:14:04
55,55,53,-45,2024-09-07 15:15:03
35,36,25,40,2024-09-07 15:16:04
29,30,70,40,2024-09-07 15:17:04
29,30,-66,-11,2024-09-07 15:18:04
37,38,58,45,2024-09-07 15:19:04
38,39,60,83,2024-09-07 15:20:04
38,39,-75,-150,2024-09-07 15:21:04
38,39,123,115,2024-09-07 15:22:04
38,39,-13,-56,2024-09-07 15:23:04
1,0,-1,-4,2024-09-07 15:24:03
27,27,845,819,2024-09-07 15:25:04
30,31,519,455,2024-09-07 15:26:04
26,29,585,532,2024-09-07 15:27:04
32,36,617,661,2024-09-07 15:28:04
36,32,734,634,2024-09-07 15:29:04
27,27,696,674,2024-09-07 15:30:04
32,33,764,771,2024-09-07 15:31:04
38,39,926,926,2024-09-07 15:32:04
28,27,858,815,2024-09-07 15:33:04
30,30,761,800,2024-09-07 15:34:04
30,31,744,810,2024-09-07 15:35:04
27,27,612,529,2024-09-07 15:36:04
32,36,786,813,2024-09-07 15:37:04
35,38,450,470,2024-09-07 15:38:04
31,31,759,724,2024-09-07 15:39:04
34,38,783,813,2024-09-07 15:40:04
36,32,605,444,2024-09-07 15:41:04
31,34,778,818,2024-09-07 15:42:04
40,39,895,936,2024-09-07 15:43:04
27,27,815,790,2024-09-07 15:44:04
31,35,814,859,2024-09-07 15:45:04
30,31,-276,-291,2024-09-07 15:46:04
47,47,-17,-18,2024-09-07 15:47:04
45,45,-6,-40,2024-09-07 15:48:04
44,45,-60,-29,2024-09-07 15:49:04
49,50,81,24,2024-09-07 15:50:04
49,50,167,136,2024-09-07 15:51:04
49,50,-76,-103,2024-09-07 15:52:04
52,52,-81,-5,2024-09-07 15:53:04
55,55,59,50,2024-09-07 15:54:04
56,56,76,55,2024-09-07 15:55:04
57,57,12,30,2024-09-07 15:56:04
57,57,76,55,2024-09-07 15:57:04
58,58,8,18,2024-09-07 15:58:04
58,58,4,2,2024-09-07 15:59:04
58,58,15,76,2024-09-07 16:00:04
58,58,1,-15,2024-09-07 16:01:04
55,55,-113,-85,2024-09-07 16:02:04
56,57,-51,-32,2024-09-07 16:03:04
57,57,81,85,2024-09-07 16:04:04
57,57,71,58,2024-09-07 16:05:04
58,58,-60,-39,2024-09-07 16:06:04
58,58,-40,-40,2024-09-07 16:07:04
54,55,25,44,2024-09-07 16:08:04
53,53,-75,-46,2024-09-07 16:09:04
52,53,-25,-6,2024-09-07 16:10:04
52,52,-25,86,2024-09-07 16:11:04
52,52,70,29,2024-09-07 16:12:04
52,53,81,86,2024-09-07 16:13:04
52,53,34,103,2024-09-07 16:14:04
52,52,29,39,2024-09-07 16:15:04
52,53,-60,29,2024-09-07 16:16:04
52,52,50,90,2024-09-07 16:17:04
52,53,-18,-153,2024-09-07 16:18:04
52,53,-80,-80,2024-09-07 16:19:04
53,52,49,74,2024-09-07 16:20:04
52,53,-22,32,2024-09-07 16:21:04
52,53,86,75,2024-09-07 16:22:04
52,53,-55,-25,2024-09-07 16:23:04
52,53,-29,-45,2024-09-07 16:24:04
52,52,56,17,2024-09-07 16:25:04
52,52,30,-53,2024-09-07 16:26:04
53,53,-91,-108,2024-09-07 16:27:03
52,53,96,65,2024-09-07 16:28:04
52,52,-6,-85,2024-09-07 16:29:04
52,53,-171,-192,2024-09-07 16:30:04
52,53,11,37,2024-09-07 16:31:03
52,52,30,-10,2024-09-07 16:32:04
52,52,27,50,2024-09-07 16:33:04
52,52,-17,-37,2024-09-07 16:34:04
52,52,-55,-78,2024-09-07 16:35:03
52,52,24,64,2024-09-07 16:36:04
52,53,39,56,2024-09-07 16:37:04
52,53,-65,-16,2024-09-07 16:38:04
52,53,-17,-12,2024-09-07 16:39:04
52,53,-11,25,2024-09-07 16:40:04
52,52,30,-8,2024-09-07 16:41:04
52,52,-15,-41,2024-09-07 16:42:04
52,53,-32,-22,2024-09-07 16:43:04
52,52,25,20,2024-09-07 16:44:04
53,53,25,73,2024-09-07 16:45:04
52,53,-34,-6,2024-09-07 16:46:04
53,53,20,-53,2024-09-07 16:47:04
52,52,-70,22,2024-09-07 16:48:04
52,53,63,25,2024-09-07 16:49:04
52,52,-34,-2,2024-09-07 16:50:04
52,53,-93,-15,2024-09-07 16:51:04
53,52,-60,-128,2024-09-07 16:52:04
52,52,-27,-37,2024-09-07 16:53:04
52,52,15,-35,2024-09-07 16:54:04
52,53,-12,-8,2024-09-07 16:55:04
52,53,91,83,2024-09-07 16:56:04
52,52,2,85,2024-09-07 16:57:04
52,53,-18,8,2024-09-07 16:58:04
52,53,100,93,2024-09-07 16:59:04
52,53,11,-53,2024-09-07 17:00:04
53,52,-30,27,2024-09-07 17:01:04
52,53,-12,4,2024-09-07 17:02:04
52,53,40,17,2024-09-07 17:03:04
53,53,-35,4,2024-09-07 17:04:04
53,53,53,46,2024-09-07 17:05:04
52,53,-79,-45,2024-09-07 17:06:04
52,53,16,32,2024-09-07 17:07:04
53,53,24,27,2024-09-07 17:08:04
53,53,4,1,2024-09-07 17:09:03
52,53,68,15,2024-09-07 17:10:04
53,53,15,75,2024-09-07 17:11:04
52,53,43,61,2024-09-07 17:12:04
53,53,-12,-70,2024-09-07 17:13:04
52,53,17,45,2024-09-07 17:14:04
53,53,-78,-81,2024-09-07 17:15:04
52,53,-25,-60,2024-09-07 17:16:04
52,53,30,91,2024-09-07 17:17:04
53,53,-18,-32,2024-09-07 17:18:04
52,53,29,-1,2024-09-07 17:19:04
53,53,-6,100,2024-09-07 17:20:04
52,53,-6,8,2024-09-07 17:21:04
52,53,15,-70,2024-09-07 17:22:04
52,53,-10,-71,2024-09-07 17:23:04
52,53,90,30,2024-09-07 17:24:04
53,53,43,60,2024-09-07 17:25:04
52,53,2,-3,2024-09-07 17:26:04
53,53,58,8,2024-09-07 17:27:04
52,53,61,83,2024-09-07 17:28:04
52,53,-41,-1,2024-09-07 17:29:04
53,53,-29,-71,2024-09-07 17:30:03
53,53,-70,-55,2024-09-07 17:31:04
53,53,2,-27,2024-09-07 17:32:04
52,53,-46,-158,2024-09-07 17:33:04
52,53,-25,12,2024-09-07 17:34:04
52,53,75,50,2024-09-07 17:35:04
52,53,-88,-90,2024-09-07 17:36:04
52,53,-15,-86,2024-09-07 17:37:04
53,53,74,-20,2024-09-07 17:38:04
53,53,-20,11,2024-09-07 17:39:04
52,53,-96,-13,2024-09-07 17:40:04
53,53,-11,-41,2024-09-07 17:41:04
52,53,125,44,2024-09-07 17:42:04
53,53,11,-81,2024-09-07 17:43:03
52,53,12,22,2024-09-07 17:44:04
52,53,-35,3,2024-09-07 17:45:04
52,53,81,44,2024-09-07 17:46:04
51,51,59,73,2024-09-07 17:47:04
50,50,-20,80,2024-09-07 17:48:04
49,50,46,65,2024-09-07 17:49:04
50,50,-70,-69,2024-09-07 17:50:04
53,53,68,-27,2024-09-07 17:51:04
53,53,-29,-22,2024-09-07 17:52:04
53,53,50,-75,2024-09-07 17:53:04
53,53,16,-6,2024-09-07 17:54:04
53,53,34,70,2024-09-07 17:55:04
53,53,65,24,2024-09-07 17:56:04
53,53,-45,-13,2024-09-07 17:57:04
53,53,24,54,2024-09-07 17:58:03
53,53,22,34,2024-09-07 17:59:04
53,53,6,12,2024-09-07 18:00:04
53,53,-60,-40,2024-09-07 18:01:04
53,53,18,-22,2024-09-07 18:02:04
53,53,-4,53,2024-09-07 18:03:04
53,53,-32,46,2024-09-07 18:04:04
53,53,-20,-49,2024-09-07 18:05:04
53,53,-44,-45,2024-09-07 18:06:04
53,53,-27,16,2024-09-07 18:07:04
53,53,6,17,2024-09-07 18:08:04
53,53,-27,-27,2024-09-07 18:09:04
53,53,4,78,2024-09-07 18:10:04
53,53,-18,-34,2024-09-07 18:11:04
53,53,8,81,2024-09-07 18:12:04
53,53,12,-83,2024-09-07 18:13:04
53,53,-53,-65,2024-09-07 18:14:04
53,53,-16,-81,2024-09-07 18:15:04
53,53,18,71,2024-09-07 18:16:04
53,53,20,-43,2024-09-07 18:17:04
56,57,30,-20,2024-09-07 18:18:03
55,55,116,81,2024-09-07 18:19:04
55,55,-34,30,2024-09-07 18:20:04
55,55,63,12,2024-09-07 18:21:04
55,55,-55,-145,2024-09-07 18:22:04
53,53,25,54,2024-09-07 18:23:04
53,53,15,-10,2024-09-07 18:24:04
53,53,11,12,2024-09-07 18:25:04
53,53,-58,-24,2024-09-07 18:26:04
53,53,-83,-3,2024-09-07 18:27:04
53,53,32,75,2024-09-07 18:28:04
53,53,138,146,2024-09-07 18:29:04
53,53,-5,-55,2024-09-07 18:30:03
53,53,51,75,2024-09-07 18:31:04
53,53,68,65,2024-09-07 18:32:04
53,53,75,56,2024-09-07 18:33:04
53,53,-48,16,2024-09-07 18:34:04
53,53,15,-4,2024-09-07 18:35:03
53,53,-35,-44,2024-09-07 18:36:04
53,53,54,1,2024-09-07 18:37:04
53,53,-27,-54,2024-09-07 18:38:03
53,53,43,-40,2024-09-07 18:39:04
53,53,-34,-17,2024-09-07 18:40:04
53,53,-13,15,2024-09-07 18:41:04
53,53,-15,-22,2024-09-07 18:42:04
53,53,-79,-96,2024-09-07 18:43:04
53,53,40,81,2024-09-07 18:44:04
53,53,-22,-41,2024-09-07 18:45:04
53,53,-20,-55,2024-09-07 18:46:04
53,53,-35,15,2024-09-07 18:47:04
53,53,0,13,2024-09-07 18:48:04
53,53,-34,-40,2024-09-07 18:49:04
53,53,-11,-4,2024-09-07 18:50:04
53,53,-29,-24,2024-09-07 18:51:04
53,53,-25,8,2024-09-07 18:52:04
53,53,-50,18,2024-09-07 18:53:04
53,53,11,4,2024-09-07 18:54:04
53,53,-20,-17,2024-09-07 18:55:04
53,53,6,30,2024-09-07 18:56:04
53,53,20,-13,2024-09-07 18:57:04
53,53,8,49,2024-09-07 18:58:04
53,53,2,-35,2024-09-07 18:59:03
53,53,-34,5,2024-09-07 19:00:04
53,53,-22,-55,2024-09-07 19:01:04
53,53,32,30,2024-09-07 19:02:03
53,53,24,-10,2024-09-07 19:03:04
53,53,-20,15,2024-09-07 19:04:04
53,53,25,20,2024-09-07 19:05:04
53,53,123,151,2024-09-07 19:06:04
53,53,-44,-79,2024-09-07 19:07:04
53,53,18,-13,2024-09-07 19:08:04
